MesAno;Regiao;Consumo;PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);Recomendacao
2004-01;Centro-Oeste;506540,4;3508,2;949,6;24,15;2,1100000000000003;Solar fotovoltaica (padrão)
2004-01;Sul;1132506,0;369,0;986,15;24,0;2,675;Solar fotovoltaica (padrão)
2004-01;Nordeste;1098663,5;4113,0;985,75;25,84117647058824;2,875;Hidrelétrica / PCH
2004-01;Sudeste;3694385,5;2511,8;944,25;23,55;2,34;Solar fotovoltaica (padrão)
2004-01;Norte;348584,80000000005;771,4;1006,4;26,2;1,7999999999999998;Hidrelétrica / PCH
2004-02;Sul;1121970,5;261,4;999,2666666666668;23,025;2,3666666666666667;Solar fotovoltaica (padrão)
2004-02;Sudeste;3511541,2;1962,2;950,2;23,25555555555556;2,0;Solar fotovoltaica (padrão)
2004-02;Centro-Oeste;472102,6;2380,6;957,8;24,288888888888888;1,775;Solar fotovoltaica (padrão)
2004-02;Norte;323402,6;968,0;1007,55;25,1;1,4;Hidrelétrica / PCH
2004-02;Nordeste;1000320,3;2560,6;989,2611111111112;25,72222222222222;2,5444444444444443;Hidrelétrica / PCH
2004-03;Norte;320237,3;1080,8;1006,75;25,566666666666663;1,35;Hidrelétrica / PCH
2004-03;Sudeste;3629455,2;1198,6;945,2625;22,966666666666665;2,2;Solar fotovoltaica (padrão)
2004-03;Nordeste;1049437,2;3225,6;988,9;25,79;2,526315789473684;Hidrelétrica / PCH
2004-03;Sul;1108027,3;243,6;999,8;22,46666666666667;2,3666666666666667;Solar fotovoltaica (padrão)
2004-03;Centro-Oeste;493180,9;2091,0;952,52;24,7;1,92;Solar fotovoltaica (padrão)
2004-04;Norte;339774,80000000005;894,4;1005,8333333333334;26,066666666666663;1,3;Hidrelétrica / PCH
2004-04;Sudeste;3733863,0;961,0;947,811111111111;22,15;1,9;Solar fotovoltaica (padrão)
2004-04;Nordeste;1097250,6;2314,2;989,3;25,56;2,62;Hidrelétrica / PCH
2004-04;Centro-Oeste;506070,9;1261,4;953,2636363636364;24,40909090909091;1,818181818181818;Solar fotovoltaica (padrão)
2004-04;Sul;1132047,1;169,4;976,0;21,7;2,9;Solar fotovoltaica (padrão)
2004-05;Norte;332154,9;146,8;1005,8;26,4;2,2;Solar fotovoltaica (padrão)
2004-05;Centro-Oeste;492808,3;321,0;965,2555555555556;22,89;2,033333333333333;Solar fotovoltaica (padrão)
2004-05;Sudeste;3537268,7;375,8;946,62;20,56;1,81;Solar fotovoltaica (padrão)
2004-05;Sul;1082102,6;77,0;980,8;12,5;3,2;Solar fotovoltaica (padrão)
2004-05;Nordeste;1033006,9;1829,0;988,5;24,08888888888889;2,794117647058824;Hidrelétrica / PCH
2004-06;Sudeste;3433442,5;181,8;946,8888888888888;18,922222222222224;2,2;Solar fotovoltaica (padrão)
2004-06;Sul;1056850,2;82,2;1004,6;15,533333333333331;2,1;Solar fotovoltaica (padrão)
2004-06;Centro-Oeste;466358,8;26,6;957,1090909090908;21,9;1,8818181818181816;Solar fotovoltaica (padrão)
2004-06;Nordeste;1002350,8;2087,4;989,9875;22,59375;2,94375;Hidrelétrica / PCH
2004-06;Norte;332089,3;182,8;1007,3;26,05;1,6;Solar fotovoltaica (padrão)
2004-07;Sudeste;3457622,9;388,4;937,4;17,8125;2,525;Solar fotovoltaica (padrão)
2004-07;Nordeste;969181,3;1930,4;990,4470588235292;22,011764705882356;3,33125;Hidrelétrica / PCH
2004-07;Sul;1066704,8;149,2;1005,6666666666666;13,566666666666668;2,433333333333333;Solar fotovoltaica (padrão)
2004-07;Centro-Oeste;470539,0;192,6;955,7615384615384;22,12307692307693;2,1153846153846154;Solar fotovoltaica (padrão)
2004-07;Norte;328423,0;267,2;1006,15;25,9;1,55;Hidrelétrica / PCH
2004-08;Nordeste;962934,3;999,0;992,5055555555556;22,905555555555555;3,5588235294117645;Hidrelétrica / PCH
2004-08;Sul;1070192,3;86,8;997,9;14,4;2,15;Solar fotovoltaica (padrão)
2004-08;Norte;338836,3;148,6;1007,0;26,45;1,75;Solar fotovoltaica (padrão)
2004-08;Sudeste;3453322,4;21,6;937,5625;20,285714285714285;2,4125;Solar fotovoltaica (padrão)
2004-08;Centro-Oeste;479191,7;83,39999999999999;961,2833333333332;24,17692307692308;1,9166666666666667;Solar fotovoltaica
2004-09;Norte;351459,30000000005;55,6;1005,05;26,53333333333333;2,0;Solar fotovoltaica
2004-09;Sudeste;3596160,2;30,2;935,225;23,285714285714285;2,8625;Solar fotovoltaica
2004-09;Nordeste;1041242,5;675,8;992,515;24,43;3,9368421052631577;Hidrelétrica / PCH
2004-09;Sul;1100557,3;67,2;994,55;17,35;3,05;Solar fotovoltaica (padrão)
2004-09;Centro-Oeste;514970,9;361,4;958,7916666666666;26,675;1,9916666666666665;Solar fotovoltaica (padrão)
2004-10;Centro-Oeste;529450,1;1399,4;950,45;26,10909090909091;1,9666666666666668;Solar fotovoltaica (padrão)
2004-10;Norte;353206,6;76,0;1003,9;27,1;2,05;Solar fotovoltaica
2004-10;Sudeste;3608129,9;554,6;932,825;22,885714285714283;2,9125;Solar fotovoltaica (padrão)
2004-10;Sul;1069478,3;199,0;992,95;17,6;2,45;Solar fotovoltaica (padrão)
2004-10;Nordeste;1046248,8;773,4;990,205;25,415;4,121052631578947;Hidrelétrica / PCH
2004-11;Nordeste;1083211,6;1388,0;988,0473684210529;26,0;3,85;Hidrelétrica / PCH
2004-11;Sudeste;3608514,9;245,8;958,8375;23,266666666666666;2,5625;Solar fotovoltaica (padrão)
2004-11;Centro-Oeste;505694,4;1162,0;953,29;25,41;1,89;Solar fotovoltaica (padrão)
2004-11;Sul;1071489,9;268,4;990,9;19,6;2,35;Solar fotovoltaica (padrão)
2004-11;Norte;362279,3;7,2;1004,1;27,3;3,0;Solar fotovoltaica
2004-12;Centro-Oeste;513252,4;1976,8;953,1833333333334;25,181818181818183;1,75;Solar fotovoltaica (padrão)
2004-12;Sul;1100567,1;105,4;991,15;22,4;2,8;Solar fotovoltaica (padrão)
2004-12;Norte;355893,7;54,4;1004,3;26,75;2,5;Solar fotovoltaica
2004-12;Sudeste;3569437,9;1436,2;956,4777777777776;24,008333333333336;1,95;Solar fotovoltaica (padrão)
2004-12;Nordeste;1104220,2;468,2000000000001;990,2111111111112;26,6;3,235294117647059;Hidrelétrica / PCH
2005-01;Centro-Oeste;526993,9;2272,0;952,325;24,9;1,7916666666666667;Solar fotovoltaica (padrão)
2005-01;Sul;1194715,8;253,4;984,5;25,766666666666666;2,2333333333333334;Solar fotovoltaica (padrão)
2005-01;Sudeste;3873894,3;3997,4;949,6416666666668;23,892857142857142;1,8583333333333332;Solar fotovoltaica (padrão)
2005-01;Nordeste;1166974,2;912,4;985,865;26,88571428571429;3,0157894736842104;Hidrelétrica / PCH
2005-01;Norte;355959,6;657,0;1005,7;26,6;1,65;Hidrelétrica / PCH
2005-02;Centro-Oeste;511087,2;762,0;954,28;25,30909090909091;1,77;Solar fotovoltaica (padrão)
2005-02;Sudeste;3616966,9;979,4;947,8076923076924;23,586666666666662;1,8692307692307693;Solar fotovoltaica (padrão)
2005-02;Nordeste;1132479,4;828,4;986,768181818182;26,63809523809524;2,9857142857142858;Hidrelétrica / PCH
2005-02;Norte;336135,2;0,0;1005,65;26,1;1,45;Solar fotovoltaica
2005-02;Sul;1161664,3;290,8;986,6666666666666;24,7;2,333333333333333;Solar fotovoltaica (padrão)
2005-03;Centro-Oeste;520203,2;1979,2;956,3;24,816666666666663;1,6272727272727272;Solar fotovoltaica (padrão)
2005-03;Nordeste;1137173,9;2716,6;987,4043478260868;26,39565217391305;2,4909090909090907;Hidrelétrica / PCH
2005-03;Sul;1155063,5;402,8;987,7666666666668;23,666666666666668;2,3000000000000003;Solar fotovoltaica (padrão)
2005-03;Norte;341724,5;789,4000000000001;1007,3;26,0;1,4;Hidrelétrica / PCH
2005-03;Sudeste;3711050,5;1977,6;948,323076923077;23,773333333333333;1,8615384615384616;Solar fotovoltaica (padrão)
2005-04;Sudeste;3923735,0;879,4;953,5333333333332;23,25714285714286;1,7;Solar fotovoltaica (padrão)
2005-04;Norte;350369,2;356,79999999999995;1006,95;25,9;1,3;Hidrelétrica / PCH
2005-04;Sul;1180033,9;179,0;978,6;27,1;1,7;Solar fotovoltaica (padrão)
2005-04;Centro-Oeste;531746,5;464,4;955,6;24,966666666666665;1,7999999999999998;Solar fotovoltaica (padrão)
2005-04;Nordeste;1145853,6;2258,8;988,13;25,282608695652176;2,5105263157894737;Hidrelétrica / PCH
2005-05;Sul;1099102,0;46,2;995,35;20,33333333333333;1,5;Solar fotovoltaica (padrão)
2005-05;Centro-Oeste;505927,3;51,2;952,311111111111;23,7;1,9666666666666663;Solar fotovoltaica
2005-05;Sudeste;3655561,3;831,6;951,3846153846154;20,67142857142857;1,8692307692307693;Solar fotovoltaica (padrão)
2005-05;Nordeste;1118875,8;1763,4;983,8190476190476;24,588461538461537;2,9571428571428573;Hidrelétrica / PCH
2005-05;Norte;338681,0;0,0;1005,4;25,9;1,8;Solar fotovoltaica
2005-06;Sul;1124218,9;137,4;977,16;20,08;2,25;Solar fotovoltaica (padrão)
2005-06;Centro-Oeste;517429,1;100,8;953,6111111111112;22,75555555555556;1,9888888888888887;Solar fotovoltaica (padrão)
2005-06;Sudeste;3710837,3;561,0;954,7583333333332;19,6;1,7666666666666666;Solar fotovoltaica (padrão)
2005-06;Nordeste;1071456,8;3193,2;991,0666666666668;23,69090909090909;2,884210526315789;Hidrelétrica / PCH
2005-06;Norte;352715,7;142,8;1006,3;26,3;2,1;Solar fotovoltaica (padrão)
2005-07;Norte;356661,3;179,4;1006,95;27,25;1,65;Solar fotovoltaica (padrão)
2005-07;Sudeste;3626333,3;458,4;955,5692307692308;18,546666666666667;1,984615384615385;Solar fotovoltaica (padrão)
2005-07;Nordeste;1047171,8;768,8;980,6133333333332;21,55625;3,033333333333333;Hidrelétrica / PCH
2005-07;Centro-Oeste;501666,5;19,8;955,4333333333332;22,4;2,1888888888888887;Solar fotovoltaica
2005-07;Sul;1112987,6;357,4;979,75;16,183333333333334;2,56;Solar fotovoltaica (padrão)
2005-08;Nordeste;1071288,7;1072,2;983,3066666666668;23,927777777777777;3,546666666666667;Hidrelétrica / PCH
2005-08;Sudeste;3635143,4;139,6;950,4642857142856;20,986666666666668;2,1357142857142857;Solar fotovoltaica (padrão)
2005-08;Centro-Oeste;507765,4;157,0;954,8333333333334;24,508333333333336;2,091666666666667;Solar fotovoltaica (padrão)
2005-08;Norte;360832,6;83,80000000000001;1005,75;27,950000000000003;1,9;Solar fotovoltaica
2005-08;Sul;1129754,0;240,6;977,05;18,4;3,16;Solar fotovoltaica (padrão)
2005-09;Norte;381555,0;47,8;1006,7000000000002;27,866666666666664;2,0;Solar fotovoltaica
2005-09;Nordeste;1077986,3;148,2;985,9782608695652;24,928571428571427;3,2;Solar fotovoltaica (padrão)
2005-09;Sul;1130082,2;79,6;977,8833333333332;17,183333333333334;2,78;Solar fotovoltaica (padrão)
2005-09;Sudeste;3819948,1;303,79999999999995;944,1538461538462;21,185714285714287;2,4;Solar fotovoltaica (padrão)
2005-09;Centro-Oeste;539782,9;408,0;954,0214285714284;24,37142857142857;2,4714285714285715;Solar fotovoltaica (padrão)
2005-10;Sul;1112763,3;251,6;974,4;20,166666666666668;2,76;Solar fotovoltaica (padrão)
2005-10;Norte;372756,5;278,6;1005,5;28,0;1,9333333333333331;Hidrelétrica / PCH
2005-10;Sudeste;3773673,1;399,0;941,6076923076924;24,35333333333333;2,1307692307692307;Solar fotovoltaica (padrão)
2005-10;Centro-Oeste;546683,4;412,8;956,9230769230768;26,684615384615384;1,9538461538461536;Solar fotovoltaica (padrão)
2005-10;Nordeste;1112111,1;500,80000000000007;983,4846153846154;25,776;3,1958333333333333;Hidrelétrica / PCH
2005-11;Sul;1116744,9;278,8;987,75;21,26;3,05;Solar fotovoltaica (padrão)
2005-11;Centro-Oeste;550947,7999999999;943,2;945,5625;24,827272727272728;1,875;Solar fotovoltaica (padrão)
2005-11;Nordeste;1149668,2;1028,6;986,05;25,621052631578948;3,2;Hidrelétrica / PCH
2005-11;Sudeste;3774517,7;0,0;937,6111111111112;22,08333333333333;1,9125;Solar fotovoltaica
2005-11;Norte;384562,1;0,0;1004,0;27,8;1,9;Solar fotovoltaica
2005-12;Norte;360952,9;754,8;1004,65;26,85;1,1;Hidrelétrica / PCH
2005-12;Sudeste;3869508,3;2209,0;939,6692307692308;22,6;1,9416666666666669;Solar fotovoltaica (padrão)
2005-12;Centro-Oeste;528775,1;3292,4;950,3928571428572;24,40714285714285;1,9214285714285717;Solar fotovoltaica (padrão)
2005-12;Nordeste;1161649,1;2202,2;976,5368421052632;25,55;2,55;Hidrelétrica / PCH
2005-12;Sul;1156844,2;723,4;985,0;23,14;2,7;Solar fotovoltaica (padrão)
2006-01;Centro-Oeste;527223,7;1783,4;949,8230769230768;25,142857142857142;1,907692307692308;Solar fotovoltaica (padrão)
2006-01;Norte;352085,9;0,0;1004,95;27,5;1,1;Solar fotovoltaica
2006-01;Sudeste;3895001,6;1949,4;940,823076923077;24,1;1,7846153846153845;Solar fotovoltaica (padrão)
2006-01;Sul;1217744,5;695,2;985,04;25,26;2,44;Solar fotovoltaica (padrão)
2006-01;Nordeste;1175576,2;1072,4;977,565;25,92;2,911111111111111;Hidrelétrica / PCH
2006-02;Sul;1237780,7;0,0;984,08;24,42;2,24;Solar fotovoltaica
2006-02;Sudeste;3891194,9;0,0;933,5083333333332;24,5;1,75;Solar fotovoltaica
2006-02;Nordeste;1126753,5;0,0;976,1863636363636;26,24761904761905;2,43;Solar fotovoltaica
2006-02;Norte;343002,3;0,0;1005,6;27,700000000000003;1,15;Solar fotovoltaica
2006-02;Centro-Oeste;533084,2;0,0;949,6615384615384;24,72307692307692;1,676923076923077;Solar fotovoltaica
2006-03;Sudeste;4121516,5;2327,4;941,3785714285714;23,571428571428573;1,4;Solar fotovoltaica (padrão)
2006-03;Norte;344412,8;614,5999999999999;1004,55;26,4;1,5;Hidrelétrica / PCH
2006-03;Sul;1206397,2;720,1999999999999;985,44;23,45;2,28;Solar fotovoltaica (padrão)
2006-03;Nordeste;1204843,1;3181,4;974,757142857143;25,517391304347825;2,0789473684210527;Hidrelétrica / PCH
2006-03;Centro-Oeste;531347,1;2768,6;950,1307692307691;24,66923076923077;1,6307692307692307;Solar fotovoltaica (padrão)
2006-04;Nordeste;1183946,0;0,0;975,45;24,7;2,1842105263157894;Solar fotovoltaica
2006-04;Norte;348151,7;0,0;1003,9;26,35;1,25;Solar fotovoltaica
2006-04;Sudeste;3957603,7;0,0;939,6083333333332;22,00714285714286;1,3545454545454545;Solar fotovoltaica
2006-04;Sul;1184330,6;0,0;974,2333333333332;20,516666666666666;1,9666666666666668;Solar fotovoltaica (padrão)
2006-04;Centro-Oeste;555793,7999999999;0,0;949,2333333333332;24,03333333333333;1,7166666666666668;Solar fotovoltaica
2006-05;Sudeste;3811707,8;0,0;1015,3;19,264285714285712;0,9;Solar fotovoltaica (padrão)
2006-05;Nordeste;1153080,4;0,0;932,0;23,32631578947368;;Solar fotovoltaica
2006-05;Norte;345137,5;0,0;;26,05;;Solar fotovoltaica
2006-05;Sul;1096409,5;0,0;;17,333333333333332;;Solar fotovoltaica (padrão)
2006-05;Centro-Oeste;527020,4;0,0;911,45;21,84166666666667;;Solar fotovoltaica (padrão)
2006-06;Centro-Oeste;514691,7;124,6;953,1083333333332;22,1;2,1166666666666667;Solar fotovoltaica (padrão)
2006-06;Nordeste;1120204,1;2672,8;981,9476190476192;22,247619047619047;2,75625;Hidrelétrica / PCH
2006-06;Norte;355133,19999999995;210,6;1006,2;26,9;1,4;Hidrelétrica / PCH
2006-06;Sul;1145519,9;462,6;984,2428571428572;17,1;2,557142857142857;Solar fotovoltaica (padrão)
2006-06;Sudeste;3828065,9;302,4;952,825;18,68235294117647;1,81875;Solar fotovoltaica (padrão)
2006-07;Centro-Oeste;511993,0;132,2;953,1666666666666;22,566666666666663;2,075;Solar fotovoltaica (padrão)
2006-07;Nordeste;1104726,1;1152,0;984,508695652174;22,78695652173913;2,716666666666667;Hidrelétrica / PCH
2006-07;Norte;369331,7;188,8;1007,8666666666668;27,066666666666663;1,3333333333333333;Solar fotovoltaica (padrão)
2006-07;Sudeste;3768572,2;348,0;950,1058823529412;19,242857142857144;1,6764705882352942;Solar fotovoltaica (padrão)
2006-07;Sul;1138292,5;550,4;982,0857142857144;17,44;2,3000000000000003;Solar fotovoltaica (padrão)
2006-08;Nordeste;1108110,0;932,2;978,056;23,072;2,79;Hidrelétrica / PCH
2006-08;Sul;1150879,7;379,2;966,7555555555556;16,688888888888886;2,322222222222222;Solar fotovoltaica (padrão)
2006-08;Sudeste;3774739,4;485,0;948,212;20,678571428571427;2,1166666666666667;Solar fotovoltaica (padrão)
2006-08;Norte;372153,6;330,0;1007,0666666666666;27,53333333333333;1,5666666666666669;Hidrelétrica / PCH
2006-08;Centro-Oeste;534089,0;193,0;945,1444444444444;24,12;2,2444444444444445;Solar fotovoltaica (padrão)
2006-09;Nordeste;1137729,3;1295,2;977,7;23,846153846153847;3,005263157894737;Hidrelétrica / PCH
2006-09;Sudeste;3888549,5;2749,6;946,9722222222222;20,63684210526316;2,5166666666666666;Solar fotovoltaica (padrão)
2006-09;Sul;1140225,4;1395,8;971,63;17,04;2,51;Solar fotovoltaica (padrão)
2006-09;Norte;397911,7;185,8;1006,8;27,933333333333334;1,7666666666666666;Solar fotovoltaica (padrão)
2006-09;Centro-Oeste;563954,6;487,2000000000001;946,39;24,684615384615384;2,4222222222222225;Solar fotovoltaica (padrão)
2006-10;Sudeste;3901043,1;5343,8;949,693023255814;22,05434782608696;2,4953488372093022;Solar fotovoltaica (padrão)
2006-10;Sul;1130931,6;1370,4;974,6833333333334;20,616666666666667;2,6416666666666666;Solar fotovoltaica (padrão)
2006-10;Norte;397548,6;226,2;1004,9;28,4;1,8666666666666665;Hidrelétrica / PCH
2006-10;Nordeste;1189699,5;1796,4;973,0807692307692;24,97037037037037;2,9428571428571426;Hidrelétrica / PCH
2006-10;Centro-Oeste;563013,1;2729,8;950,4785714285716;24,764285714285712;1,8357142857142856;Solar fotovoltaica (padrão)
2006-11;Nordeste;1252975,5;2125,8;975,716;25,16923076923077;2,785;Hidrelétrica / PCH
2006-11;Norte;402093,2;703,2;1004,5;27,23333333333333;1,5666666666666669;Hidrelétrica / PCH
2006-11;Centro-Oeste;582829,6;2957,0;959,0565217391304;25,316666666666663;1,9130434782608696;Solar fotovoltaica (padrão)
2006-11;Sul;1203159,6;2328,6;972,8384615384616;21,226666666666667;2,723076923076923;Solar fotovoltaica (padrão)
2006-11;Sudeste;3997650,5;10211,2;951,574;22,50980392156863;2,546;Solar fotovoltaica (padrão)
2006-12;Norte;380070,6;876,2;999,775;26,9;1,475;Hidrelétrica / PCH
2006-12;Centro-Oeste;556938,9;6676,8;959,162962962963;25,00714285714286;1,7884615384615383;Solar fotovoltaica (padrão)
2006-12;Nordeste;1218118,2;1511,4;974,0869565217392;25,992;2,731578947368421;Hidrelétrica / PCH
2006-12;Sul;1195034,2;2468,4;956,0454545454544;23,75909090909091;2,663636363636364;Solar fotovoltaica (padrão)
2006-12;Sudeste;4016722,8;12249,8;947,5555555555557;23,18947368421053;2,375471698113208;Solar fotovoltaica (padrão)
2007-01;Centro-Oeste;562552,0;8003,0;958,178125;25,08125;1,81875;Solar fotovoltaica (padrão)
2007-01;Nordeste;1259580,0;2292,8;977,356;26,476923076923075;2,92;Hidrelétrica / PCH
2007-01;Sul;1327669,0;4390,2;954,9416666666666;23,35833333333333;2,529166666666667;Solar fotovoltaica (padrão)
2007-01;Sudeste;4183534,0;15324,0;948,0722222222222;23,40363636363637;2,169811320754717;Solar fotovoltaica (padrão)
2007-01;Norte;377018,0;1128,8;999,475;26,8;1,4;Hidrelétrica / PCH
2007-02;Nordeste;1208193,0;3294,6;974,8818181818184;25,485185185185188;2,431578947368421;Hidrelétrica / PCH
2007-02;Sudeste;4000465,0;7841,8;948,7789473684212;23,72203389830508;2,1928571428571426;Solar fotovoltaica (padrão)
2007-02;Centro-Oeste;550066,0;7003,8;958,2151515151514;24,803125;1,8212121212121213;Solar fotovoltaica (padrão)
2007-02;Norte;364503,0;2205,0;993,7428571428572;25,557142857142857;1,3285714285714287;Hidrelétrica / PCH
2007-02;Sul;1269714,0;4035,6;957,2227272727272;23,3;2,590909090909091;Solar fotovoltaica (padrão)
2007-03;Norte;352883,0;1722,6;993,1714285714286;25,942857142857143;1,0857142857142856;Hidrelétrica / PCH
2007-03;Centro-Oeste;552290,0;3387,4;958,990625;25,48125;1,628125;Solar fotovoltaica (padrão)
2007-03;Sudeste;4219240,0;4329,6;951,5178571428572;24,433898305084742;1,9722222222222223;Solar fotovoltaica (padrão)
2007-03;Nordeste;1194430,0;2580,4;974,753846153846;25,335714285714285;2,382608695652174;Hidrelétrica / PCH
2007-03;Sul;1275474,0;4143,4;956,0;23,412;2,1958333333333333;Solar fotovoltaica (padrão)
2007-04;Sudeste;4223592,0;4810,4;952,4789473684212;22,922807017543857;1,9363636363636365;Solar fotovoltaica (padrão)
2007-04;Norte;371967,0;1386,6;994,3833333333332;26,057142857142857;1,05;Hidrelétrica / PCH
